Test cases: 29999
Average error: 0.000781025335050985

First 10 results for verification:
Index	Verilog		Exact		Error
0	1.3481265e-07	0.000736537207929438	0.0007364024
1	5.5263332e-08	0.000517231860302816	0.0005171766
2	5.5263332e-08	0.00158924975714458	0.0015891945
3	5.2995922e-08	0.000481015226005231	0.00048096223
4	5.2995922e-08	0.000683391424628754	0.00068333843
5	1.0926613e-07	0.000432492057171768	0.00043238279
6	7.6287662e-08	0.000692369053702136	0.00069229277
7	7.6287662e-08	0.000884509614884536	0.00088443333
8	5.3897435e-07	0.00147151004425224	0.0014709711
9	9.1346479e-08	0.000761045114733898	0.00076095377
